transcript_id,company,speaker_role,risk_type,expectations
255.0,IBM,Patricia Murphy,economic,neutral
255.0,IBM,Patricia Murphy,forward looking,neutral
255.0,IBM,Mark Loughridge,economic,neutral
255.0,IBM,Mark Loughridge,market,neutral
256.0,Biogen Inc.,CEO,market,neutral
256.0,Biogen Inc.,CFO,market,neutral
256.0,Biogen Inc.,"President, Research and Development",clinical,neutral
256.0,Biogen Inc.,CFO,market,neutral
256.0,Biogen Inc.,CEO,clinical,neutral
257.0,Home Depot,CEO,financial,neutral
257.0,Home Depot,CFO,financial,neutral
257.0,Home Depot,CEO,operational,neutral
257.0,Home Depot,CFO,financial,neutral
257.0,Home Depot,CEO,operational,neutral
257.0,Home Depot,CFO,financial,neutral
257.0,Home Depot,CEO,operational,neutral
257.0,Home Depot,CFO,financial,neutral
257.0,Home Depot,CEO,financial,neutral
258.0,Murphy Oil Corporation,Analyst,market volatility,neutral
259.0,Stericycle,CFO,forward-looking,neutral
260.0,Equity Residential,CEO,economic downturn,neutral
260.0,Equity Residential,CFO,decreasing rent growth,neutral
260.0,Equity Residential,CEO,resident resistance to higher rates,neutral
260.0,Equity Residential,CEO,economic downturn,neutral
260.0,Equity Residential,CEO,challenging year 2009,neutral
261.0,PerkinElmer,CEO,economic outlook,neutral
261.0,PerkinElmer,CFO,uncertainty,neutral
261.0,PerkinElmer,CEO,market growth,neutral
261.0,PerkinElmer,CEO,competitive,neutral
261.0,PerkinElmer,CEO,market growth,neutral
261.0,PerkinElmer,CEO,competitive,neutral
261.0,PerkinElmer,CEO,competitive,neutral
262.0,Johnson & Johnson,Louise Mehrotra,currency,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,challenging prior year comparables,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
263.0,Moody's Corporation,CEO,weak issuance conditions,neutral
264.0,Arthur J. Gallagher & Co.,"Chairman, President and CEO",market conditions,neutral
265.0,Valspar,Senior Vice President and Chief Financial Officer,economic,neutral
266.0,Ingersoll-Rand,"Chairman, President and CEO",decline in North American residential construction,neutral
266.0,Ingersoll-Rand,"Chairman, President and CEO",decline in truck and trailer market,neutral
266.0,Ingersoll-Rand,Senior Vice President and Chief Financial Officer,restructuring charges,neutral
266.0,Ingersoll-Rand,Senior Vice President and Chief Financial Officer,currency fluctuations,neutral
267.0,Kellogg,"Vice President, Investor Relations",commodity price volatility,neutral
267.0,Kellogg,"President, Chief Executive Officer",commodity price volatility,neutral
267.0,Kellogg,Chief Financial Officer,commodity price volatility,neutral
267.0,Kellogg,General Counsel,commodity price volatility,neutral
267.0,Kellogg,"President, Chief Executive Officer",commodity price volatility,neutral
267.0,Kellogg,Chief Financial Officer,commodity price volatility,neutral
267.0,Kellogg,General Counsel,commodity price volatility,neutral
267.0,Kellogg,"President, Chief Executive Officer",commodity price volatility,neutral
267.0,Kellogg,Chief Financial Officer,commodity price volatility,neutral
267.0,Kellogg,General Counsel,commodity price volatility,neutral
267.0,Kellogg,"President, Chief Executive Officer",commodity price volatility,neutral
267.0,Kellogg,Chief Financial Officer,commodity price volatility,neutral
267.0,Kellogg,General Counsel,commodity price volatility,neutral
268.0,Eaton Corporation,CEO,market volatility,neutral
268.0,Eaton Corporation,CFO,financing risk,neutral
268.0,Eaton Corporation,CEO,end market forecast,neutral
268.0,Eaton Corporation,CEO,financing risk,neutral
269.0,NVIDIA,CEO,market,neutral
269.0,NVIDIA,CFO,financial,neutral
269.0,NVIDIA,CEO,market,neutral
269.0,NVIDIA,CFO,financial,neutral
269.0,NVIDIA,CEO,market,neutral
,Harley-Davidson,CEO,economic downturn,neutral
,Harley-Davidson,CFO,economic downturn,neutral
,Harley-Davidson,CEO,credit market instability,neutral
,Harley-Davidson,CEO,international economic downturn,neutral
271.0,Ashland,Eric Boni,market demand,neutral
271.0,Ashland,Eric Boni,raw material costs,neutral
271.0,Ashland,Eric Boni,market demand,neutral
271.0,Ashland,Eric Boni,operating income,neutral
271.0,Ashland,Eric Boni,raw material costs,neutral
271.0,Ashland,Eric Boni,operating income,neutral
271.0,Ashland,Eric Boni,tax provision,neutral
272.0,ArvinMeritor,CEO,market conditions,neutral
272.0,ArvinMeritor,CFO,market conditions,neutral
272.0,ArvinMeritor,CEO,operational,neutral
272.0,ArvinMeritor,CFO,operational,neutral
272.0,ArvinMeritor,CEO,market conditions,neutral
,Developers Diversified,CEO,economic,neutral
,Developers Diversified,CFO,market,neutral
,Developers Diversified,CEO,tenant,neutral
,Developers Diversified,CEO,economic,neutral
,Developers Diversified,CEO,economic,neutral
,Developers Diversified,CEO,tenant,neutral
,Developers Diversified,CEO,economic,neutral
,Developers Diversified,CEO,financial,neutral
274.0,PNC Financial Services Group,Chairman and Chief Executive Officer,market volatility,neutral
274.0,PNC Financial Services Group,Chairman and Chief Executive Officer,credit quality,neutral
274.0,PNC Financial Services Group,Chairman and Chief Executive Officer,trading activities,neutral
274.0,PNC Financial Services Group,Chairman and Chief Executive Officer,market liquidity,neutral
275.0,IFF,CEO,economic downturn,neutral
276.0,Yum! Brands,CEO,macroeconomic,neutral
276.0,Yum! Brands,CFO,operational,neutral
276.0,Yum! Brands,CEO,operational,neutral
276.0,Yum! Brands,CEO,macroeconomic,neutral
276.0,Yum! Brands,CEO,operational,neutral
277.0,GameStop,Executive Chairman,international,neutral
277.0,GameStop,CEO,uncertainty,neutral
277.0,GameStop,CFO,uncertainty,neutral
277.0,GameStop,Chief Operating Officer,neutral,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
277.0,GameStop,Analyst,uncertainty,neutral
278.0,KB Home,CEO,economic,neutral
279.0,People’s United Financial,CEO,margin compression,neutral
279.0,People’s United Financial,CEO,economic conditions,neutral
279.0,People’s United Financial,CEO,expense management,neutral
279.0,People’s United Financial,CEO,expense management,neutral
279.0,People’s United Financial,CEO,economic conditions,neutral
279.0,People’s United Financial,CEO,market conditions,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,operational,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,operational,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,operational,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
280.0,Peabody Energy,President and Chief Commercial Officer,market,neutral
281.0,Loews,CEO,financial,neutral
281.0,Loews,CEO,transactional,neutral
281.0,Loews,CEO,financial,neutral
281.0,Loews,CEO,financial,neutral
281.0,Loews,CEO,financial,neutral
282.0,"ANSYS, Inc.",CEO,revenue miss,neutral
282.0,"ANSYS, Inc.",CFO,currency risk,neutral
282.0,"ANSYS, Inc.",CEO,economic uncertainty,neutral
283.0,State Street,Kelly McDonald,forward-looking statements,neutral
283.0,State Street,Ronald Logue,market risk,neutral
283.0,State Street,Ronald Logue,operational,neutral
283.0,State Street,Ronald Logue,market risk,neutral
283.0,State Street,Ronald Logue,operational,neutral
283.0,State Street,Ronald Logue,market risk,neutral
283.0,State Street,Ronald Logue,capital adequacy,neutral
283.0,State Street,Ronald Logue,capital adequacy,neutral
284.0,Bank of America Corporation,CEO,economic conditions,neutral
284.0,Bank of America Corporation,CEO,interest rates,neutral
284.0,Bank of America Corporation,CEO,competitive pressures,neutral
284.0,Bank of America Corporation,CEO,regulatory requirements,neutral
284.0,Bank of America Corporation,CEO,economic conditions,neutral
284.0,Bank of America Corporation,CEO,credit quality,neutral
284.0,Bank of America Corporation,CEO,credit quality,neutral
284.0,Bank of America Corporation,CEO,market perception,neutral
284.0,Bank of America Corporation,CEO,Countrywide transaction,neutral
285.0,ProLogis,CEO,economic downturn,neutral
285.0,ProLogis,CEO,access to credit,neutral
285.0,ProLogis,CEO,real estate pricing,neutral
285.0,ProLogis,CEO,customer decision-making,neutral
285.0,ProLogis,CEO,market conditions,neutral
285.0,ProLogis,CEO,customer credit quality,neutral
286.0,"AutoZone, Inc.",CEO,competition,neutral
286.0,"AutoZone, Inc.",CEO,product demand,neutral
286.0,"AutoZone, Inc.",CEO,economy,neutral
286.0,"AutoZone, Inc.",CEO,credit markets,neutral
286.0,"AutoZone, Inc.",CEO,ability to hire and retain qualified employees,neutral
286.0,"AutoZone, Inc.",CEO,consumer debt levels,neutral
286.0,"AutoZone, Inc.",CEO,inflation,neutral
286.0,"AutoZone, Inc.",CEO,weather,neutral
286.0,"AutoZone, Inc.",CEO,raw material costs of suppliers,neutral
286.0,"AutoZone, Inc.",CEO,energy prices,neutral
286.0,"AutoZone, Inc.",CEO,"war and the prospect of war, including terrorist activity",neutral
286.0,"AutoZone, Inc.",CEO,availability of consumer transportation,neutral
286.0,"AutoZone, Inc.",CEO,construction delays,neutral
286.0,"AutoZone, Inc.",CEO,access to available and feasible financing,neutral
286.0,"AutoZone, Inc.",CEO,changes in laws or regulations,neutral
287.0,"Akamai Technologies, Inc.",CEO,marketplace,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
288.0,Exelon,CEO,operational,neutral
289.0,"Google, Inc.",Patrick Pichette,market,neutral
289.0,"Google, Inc.",Patrick Pichette,market,neutral
289.0,"Google, Inc.",Patrick Pichette,market,neutral
289.0,"Google, Inc.",Patrick Pichette,market,neutral
290.0,"Align Technology, Inc.",CEO,product development,neutral
290.0,"Align Technology, Inc.",CEO,market adoption,neutral
290.0,"Align Technology, Inc.",CEO,market adoption,neutral
290.0,"Align Technology, Inc.",CEO,market adoption,neutral
291.0,Blackstone Inc.,CFO,economic slowdown,neutral
291.0,Blackstone Inc.,CEO,tenant caution,neutral
291.0,Blackstone Inc.,COO,tenant caution,neutral
291.0,Blackstone Inc.,CFO,economic slowdown,neutral
291.0,Blackstone Inc.,CEO,tenant caution,neutral
291.0,Blackstone Inc.,COO,economic slowdown,neutral
291.0,Blackstone Inc.,CFO,economic slowdown,neutral
291.0,Blackstone Inc.,CEO,economic slowdown,neutral
291.0,Blackstone Inc.,COO,economic slowdown,neutral
292.0,Xilinx,CEO,financial,neutral
292.0,Xilinx,CEO,operational,neutral
292.0,Xilinx,CEO,financial,neutral
292.0,Xilinx,CFO,financial,neutral
292.0,Xilinx,CFO,operational,neutral
292.0,Xilinx,CFO,financial,neutral
293.0,"Best Buy Co., Inc.","Vice President, Investor Relations",market,neutral
293.0,"Best Buy Co., Inc.","President, Chief Operating Officer",market,neutral
293.0,"Best Buy Co., Inc.","Executive Vice President, Retail ChannelManagement",market,neutral
293.0,"Best Buy Co., Inc.",Chief Executive Officer,market,neutral
293.0,"Best Buy Co., Inc.",Senior Vice President and Interim ChiefFinancial Officer,market,neutral
293.0,"Best Buy Co., Inc.","Vice Chairman of the Board, ChiefExecutive Officer",market,neutral
293.0,"Best Buy Co., Inc.","Senior Vice President, Entertainment Group",market,neutral
293.0,"Best Buy Co., Inc.","Senior Vice President, ComputerMerchandising",market,neutral
293.0,"Best Buy Co., Inc.","Senior Vice President, Consumer Electronics",market,neutral
293.0,"Best Buy Co., Inc.","Senior Vice President, Consumer and BrandMarketing",market,neutral
293.0,"Best Buy Co., Inc.","Senior Director, Investor Relations",market,neutral
293.0,"Best Buy Co., Inc.","Vice President, Investor Relations",operational,neutral
294.0,Murphy Oil Corporation,CEO,operational,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,operational,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
294.0,Murphy Oil Corporation,CFO,financial,neutral
295.0,Eastman Chemical Company,CEO,demand,neutral
295.0,Eastman Chemical Company,CEO,capacity utilization,neutral
295.0,Eastman Chemical Company,CEO,raw materials,neutral
295.0,Eastman Chemical Company,CEO,hedge losses,neutral
295.0,Eastman Chemical Company,CEO,demand,neutral
296.0,HealthSpring,CEO,membership,neutral
296.0,HealthSpring,CEO,financial,neutral
296.0,HealthSpring,CEO,financial,neutral
296.0,HealthSpring,CEO,financial,neutral
296.0,HealthSpring,CEO,financial,neutral
296.0,HealthSpring,CEO,operational,neutral
296.0,HealthSpring,CEO,financial,neutral
296.0,HealthSpring,CEO,operational,neutral
297.0,"AvalonBay Communities, Inc.",CEO,economic slowdown,neutral
297.0,"AvalonBay Communities, Inc.",CEO,housing market,neutral
297.0,"AvalonBay Communities, Inc.",CEO,regional performance,neutral
297.0,"AvalonBay Communities, Inc.",CEO,regional performance,neutral
297.0,"AvalonBay Communities, Inc.",CEO,economic slowdown,neutral
298.0,Colgate-Palmolive,VP of IR,raw material costs,neutral
298.0,Colgate-Palmolive,CEO,raw material costs,neutral
298.0,Colgate-Palmolive,CFO,raw material costs,neutral
298.0,Colgate-Palmolive,Corporate Controller,raw material costs,neutral
298.0,Colgate-Palmolive,Treasurer,raw material costs,neutral
298.0,Colgate-Palmolive,VP of IR,consumer trade down,neutral
298.0,Colgate-Palmolive,VP of IR,consumer trade down,neutral
299.0,NASDAQOMX,CEO,volume decline,neutral
299.0,NASDAQOMX,CFO,integration risk,neutral
299.0,NASDAQOMX,CEO,integration risk,neutral
299.0,NASDAQOMX,CFO,integration risk,neutral
299.0,NASDAQOMX,CEO,integration risk,neutral
299.0,NASDAQOMX,CFO,integration risk,neutral
299.0,NASDAQOMX,CEO,integration risk,neutral
299.0,NASDAQOMX,CFO,integration risk,neutral
299.0,NASDAQOMX,CEO,integration risk,neutral
299.0,NASDAQOMX,CFO,integration risk,neutral
300.0,Intercontinental Exchange,CEO,economic,neutral
300.0,Intercontinental Exchange,CFO,economic,neutral
300.0,Intercontinental Exchange,CEO,regulatory,neutral
300.0,Intercontinental Exchange,CFO,economic,neutral
300.0,Intercontinental Exchange,CEO,economic,neutral
0.0,Bemis Company,Vice President and Treasurer,currency fluctuations,neutral
0.0,Bemis Company,Vice President and Treasurer,changes in raw material cost,neutral
0.0,Bemis Company,Vice President and Treasurer,industry competition,neutral
0.0,Bemis Company,Vice President and Treasurer,consumer buying trends,neutral
0.0,Bemis Company,Vice President and Treasurer,ability to pass along increased cost in our selling prices,neutral
0.0,Bemis Company,Vice President and Treasurer,interest rates fluctuations,neutral
0.0,Bemis Company,Vice President and Treasurer,regional economic conditions,neutral
0.0,Bemis Company,Senior Vice President and Chief Financial Officer,consumer buying trends,neutral
0.0,Bemis Company,Senior Vice President and Chief Financial Officer,higher food prices,neutral
302.0,U.S. Bancorp,CEO,credit costs,neutral
302.0,U.S. Bancorp,CEO,economic environment,neutral
302.0,U.S. Bancorp,CFO,credit costs,neutral
302.0,U.S. Bancorp,CEO,economic environment,neutral
302.0,U.S. Bancorp,CFO,credit costs,neutral
302.0,U.S. Bancorp,CEO,economic environment,neutral
303.0,JPMorgan Chase,CFO,credit risk,neutral
303.0,JPMorgan Chase,CFO,credit risk,neutral
303.0,JPMorgan Chase,CFO,market risk,neutral
303.0,JPMorgan Chase,CFO,accounting,neutral
303.0,JPMorgan Chase,CFO,market risk,neutral
303.0,JPMorgan Chase,CFO,market risk,neutral
304.0,Quest Diagnostics,CEO,economic,neutral
304.0,Quest Diagnostics,CFO,economic,neutral
304.0,Quest Diagnostics,CEO,competitive,neutral
304.0,Quest Diagnostics,CFO,regulatory,neutral
304.0,Quest Diagnostics,CEO,competitive,neutral
304.0,Quest Diagnostics,CFO,economic,neutral
304.0,Quest Diagnostics,CEO,competitive,neutral
305.0,Johnson & Johnson,Louise Mehrotra,currency fluctuations,neutral
306.0,Altria,CEO,financial,neutral
306.0,Altria,CFO,financial,neutral
306.0,Altria,CFO,operational,neutral
306.0,Altria,CFO,financial,neutral
306.0,Altria,CFO,financial,neutral
306.0,Altria,CFO,financial,neutral
307.0,"BXP, Inc.",CEO,financial crisis,neutral
307.0,"BXP, Inc.",CEO,consumer distress,neutral
307.0,"BXP, Inc.",CEO,financial system instability,neutral
307.0,"BXP, Inc.",CEO,credit market instability,neutral
307.0,"BXP, Inc.",CEO,consumer distress,neutral
308.0,Dominion,Director of IR,forward-looking statements,neutral
308.0,Dominion,CFO,forward-looking statements,neutral
308.0,Dominion,CEO,forward-looking statements,neutral
308.0,Dominion,CFO,GAAP vs. Operating Earnings,neutral
309.0,Waste Management,CEO,economic environment,neutral
309.0,Waste Management,CEO,fuel prices,neutral
309.0,Waste Management,CEO,weather,neutral
310.0,Blackstone Inc.,CEO,market volatility,neutral
310.0,Blackstone Inc.,CFO,transaction-related charges,neutral
310.0,Blackstone Inc.,CFO,fair value changes,neutral
310.0,Blackstone Inc.,CFO,performance fees,neutral
310.0,Blackstone Inc.,CFO,market volatility,neutral
311.0,Baker Hughes Company,Director of Investor Relations,various risk factors,neutral
311.0,Baker Hughes Company,"Chief Executive Officer, Chairman, and President",various risk factors,neutral
311.0,Baker Hughes Company,Chief Financial Officer,various risk factors,neutral
312.0,Flowserve,CEO,neutral,at or around the high end of our previously announced range of 720 to 750 per share
312.0,Flowserve,CEO,neutral,neutral
312.0,Flowserve,CEO,neutral,neutral
313.0,Qualcomm,CEO,economic slowdown,neutral
313.0,Qualcomm,CEO,market volatility,neutral
313.0,Qualcomm,CEO,impairment,neutral
313.0,Qualcomm,CEO,impairment,neutral
314.0,KeyCorp,CEO,credit cycle,neutral
315.0,eBay,CEO,competitive environment,neutral
315.0,eBay,CFO,regulatory tax,neutral
315.0,eBay,CFO,IP and other litigation risks,neutral
315.0,eBay,CFO,technology upgrades,neutral
315.0,eBay,CFO,foreign exchange rate fluctuations,neutral
315.0,eBay,CFO,"political, business, and economic conditions",neutral
315.0,eBay,CFO,integration of recent and future acquisitions,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CFO,economic downturn,neutral
316.0,Leggett & Platt,CEO,demand,neutral
316.0,Leggett & Platt,CFO,demand,neutral
316.0,Leggett & Platt,CEO,demand,neutral
316.0,Leggett & Platt,CFO,demand,neutral
316.0,Leggett & Platt,CEO,demand,neutral
316.0,Leggett & Platt,CFO,demand,neutral
316.0,Leggett & Platt,CEO,demand,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
316.0,Leggett & Platt,CEO,economic downturn,neutral
317.0,Boston Scientific Corporation,CFO,goodwill impairment,neutral
317.0,Boston Scientific Corporation,CFO,market dynamics,neutral
317.0,Boston Scientific Corporation,CFO,foreign currency,neutral
317.0,Boston Scientific Corporation,CFO,credit markets,neutral
318.0,Kimco,Chief Financial Officer,economic downturn,neutral
318.0,Kimco,Chief Financial Officer,market dislocation,neutral
318.0,Kimco,Chief Financial Officer,economic downturn,neutral
319.0,None,CFO,uncertainty,neutral
319.0,None,CFO,accounting,neutral
319.0,None,CFO,operational,neutral
319.0,None,CFO,operational,neutral
319.0,None,CFO,uncertainty,neutral
319.0,None,CFO,operational,neutral
319.0,None,CFO,uncertainty,neutral
320.0,Eaton,Senior Vice President Investor Relations,market downturn,neutral
320.0,Eaton,"Chairman of the Board, President & Chief Executive Officer",market downturn,neutral
320.0,Eaton,Chief Financial and Planning Officer & Executive Vice President,market downturn,neutral
320.0,Eaton,Senior Vice President Investor Relations,market downturn,neutral
320.0,Eaton,"Chairman of the Board, President & Chief Executive Officer",market downturn,neutral
320.0,Eaton,Chief Financial and Planning Officer & Executive Vice President,market downturn,neutral
320.0,Eaton,Senior Vice President Investor Relations,market downturn,neutral
320.0,Eaton,"Chairman of the Board, President & Chief Executive Officer",market downturn,neutral
320.0,Eaton,Chief Financial and Planning Officer & Executive Vice President,market downturn,neutral
320.0,Eaton,Senior Vice President Investor Relations,market downturn,neutral
320.0,Eaton,"Chairman of the Board, President & Chief Executive Officer",market downturn,neutral
320.0,Eaton,Chief Financial and Planning Officer & Executive Vice President,market downturn,neutral
320.0,Eaton,Senior Vice President Investor Relations,market downturn,neutral
321.0,Flowserve,Treasurer and Vice President of Investor Relations,forward-looking statements,neutral
321.0,Flowserve,CEO,market volatility,neutral
321.0,Flowserve,CFO,market volatility,neutral
321.0,Flowserve,Latin America Operations,market volatility,neutral
321.0,Flowserve,CEO,market volatility,neutral
321.0,Flowserve,CFO,market volatility,neutral
321.0,Flowserve,CFO,market volatility,neutral
321.0,Flowserve,CEO,market volatility,neutral
321.0,Flowserve,CFO,market volatility,neutral
321.0,Flowserve,CEO,market volatility,neutral
321.0,Flowserve,CFO,market volatility,neutral
322.0,Unum Group,CEO,market volatility,neutral
322.0,Unum Group,CEO,investment losses,neutral
322.0,Unum Group,CEO,accounting policy,neutral
322.0,Unum Group,CEO,currency fluctuations,neutral
322.0,Unum Group,CEO,litigation costs,neutral
323.0,CIGNA,VP of IR,financial,neutral
324.0,Developers Diversified Realty Corporation,Investor Relations,financial,neutral
325.0,Dynegy,CEO,commodity price volatility,neutral
325.0,Dynegy,CEO,weather-related,neutral
325.0,Dynegy,CEO,basis risk,neutral
325.0,Dynegy,CEO,fuel cost,neutral
325.0,Dynegy,CEO,commodity price volatility,neutral
326.0,Constellation Brands,VP of IR,market,neutral
326.0,Constellation Brands,President and CEO,market,neutral
326.0,Constellation Brands,CFO,market,neutral
326.0,Constellation Brands,VP of IR,market,neutral
327.0,"Apollo Global Management, Inc.",CEO,calendar mismatch,neutral
327.0,"Apollo Global Management, Inc.",CFO,cheese prices,neutral
327.0,"Apollo Global Management, Inc.",CFO,wage rates,neutral
327.0,"Apollo Global Management, Inc.",CFO,calendar mismatch,neutral
327.0,"Apollo Global Management, Inc.",CFO,insurance expense,neutral
327.0,"Apollo Global Management, Inc.",CFO,advertising expense,neutral
327.0,"Apollo Global Management, Inc.",CFO,interest expense,neutral
328.0,Comcast Corporation,CEO,competitive environment,neutral
328.0,Comcast Corporation,CEO,challenging economic conditions,neutral
328.0,Comcast Corporation,CFO,competitive environment,neutral
329.0,Apache Corporation,CEO,operational,neutral
329.0,Apache Corporation,CFO,operational,neutral
329.0,Apache Corporation,CEO,operational,neutral
329.0,Apache Corporation,CFO,operational,neutral
329.0,Apache Corporation,CEO,operational,neutral
329.0,Apache Corporation,CFO,operational,neutral
329.0,Apache Corporation,CEO,operational,neutral
329.0,Apache Corporation,CFO,operational,neutral
329.0,Apache Corporation,CEO,operational,neutral
329.0,Apache Corporation,CFO,operational,neutral
330.0,Xcel Energy,"Managing Director, Investor Relations",economic,neutral
330.0,Xcel Energy,Vice President and Chief Financial Officer,economic,neutral
330.0,Xcel Energy,Vice President and Chief Financial Officer,economic,neutral
330.0,Xcel Energy,Vice President and Chief Financial Officer,economic,neutral
331.0,Robert Half International,CEO,economic downturn,neutral
331.0,Robert Half International,CEO,client caution,neutral
331.0,Robert Half International,CEO,market volatility,neutral
332.0,Northern Trust Corp,CFO,financial reporting,neutral
332.0,Northern Trust Corp,CFO,structured leasing,neutral
332.0,Northern Trust Corp,CFO,tax,neutral
332.0,Northern Trust Corp,CFO,tax,neutral
333.0,Newmont,CEO,market volatility,neutral
333.0,Newmont,CEO,project execution,neutral
333.0,Newmont,CEO,project execution,neutral
333.0,Newmont,CEO,project execution,neutral
333.0,Newmont,CEO,market volatility,neutral
333.0,Newmont,CEO,financial market turmoil,neutral
333.0,Newmont,CEO,project development,neutral
334.0,Symantec,CEO,execution,neutral
334.0,Symantec,CEO,execution,neutral
334.0,Symantec,CEO,execution,neutral
335.0,Murphy Oil Corporation,CEO,market,neutral
336.0,Crown Castle Inc.,CEO,economic conditions,neutral
336.0,Crown Castle Inc.,CFO,economic conditions,neutral
336.0,Crown Castle Inc.,CEO,uncertainty,neutral
337.0,Altria,CFO,integration,neutral
337.0,Altria,CEO,integration,neutral
337.0,Altria,CFO,financial,neutral
337.0,Altria,CFO,financial,neutral
337.0,Altria,CFO,financial,neutral
337.0,Altria,CFO,financial,neutral
337.0,Altria,CFO,financial,neutral
338.0,SunTrust,CEO,credit,neutral
338.0,SunTrust,CFO,credit,neutral
338.0,SunTrust,Chief Risk and Credit Officer,credit,neutral
339.0,PepsiCo,CEO,macroeconomic,neutral
339.0,PepsiCo,CEO,category challenges,neutral
339.0,PepsiCo,CEO,volatility,neutral
340.0,Helmerich & Payne,CFO,market,neutral
340.0,Helmerich & Payne,CEO,operational,neutral
340.0,Helmerich & Payne,"EVP, US and International Operations",operational,neutral
340.0,Helmerich & Payne,CFO,market,neutral
340.0,Helmerich & Payne,CEO,operational,neutral
340.0,Helmerich & Payne,"EVP, US and International Operations",operational,neutral
340.0,Helmerich & Payne,CFO,market,neutral
340.0,Helmerich & Payne,CEO,market,neutral
340.0,Helmerich & Payne,"EVP, US and International Operations",operational,neutral
340.0,Helmerich & Payne,CFO,market,neutral
340.0,Helmerich & Payne,CEO,market,neutral
340.0,Helmerich & Payne,"EVP, US and International Operations",operational,neutral
341.0,None,Stephen A. Wynn,weak business conditions,neutral
341.0,None,Stephen A. Wynn,low profitability,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,low profitability,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,operational,neutral
341.0,None,Stephen A. Wynn,operational,neutral
342.0,AK Steel,Chief Financial Officer,economic,neutral
342.0,AK Steel,Chief Financial Officer,competitive,neutral
342.0,AK Steel,Chief Financial Officer,operational,neutral
342.0,AK Steel,Chief Financial Officer,uncertainties and contingencies,neutral
342.0,AK Steel,Chief Financial Officer,raw material costs,neutral
342.0,AK Steel,Chief Financial Officer,uncertainties and contingencies,neutral
343.0,Lincoln Financial Group,VP of IR,economic conditions,neutral
343.0,Lincoln Financial Group,President and CEO,credit conditions,neutral
343.0,Lincoln Financial Group,Sr. VP and CFO,economic conditions,neutral
343.0,Lincoln Financial Group,"President, Individual Markets",credit conditions,neutral
343.0,Lincoln Financial Group,VP and Chief Accounting Officer,economic conditions,neutral
343.0,Lincoln Financial Group,President and CEO,credit conditions,neutral
343.0,Lincoln Financial Group,Sr. VP and CFO,economic conditions,neutral
343.0,Lincoln Financial Group,President and CEO,economic conditions,neutral
344.0,Paychex,CFO,economic,neutral
344.0,Paychex,CEO,operational,neutral
344.0,Paychex,CFO,market,neutral
344.0,Paychex,CFO,investment,neutral
